Posting Date;Plant;Material;Quantity
23/09/2024;loc29;10010101;166,600
23/09/2024;loc04;10010101;197,800
23/09/2024;loc04;10010101;3,200
23/09/2024;loc05;10010101;3,000
23/09/2024;loc05;10010101;1.102,600
23/09/2024;loc06;10010101;403,200
23/09/2024;loc07;10010101;64,600
23/09/2024;loc07;10010101;32,000
23/09/2024;loc07;10010101;9,400
23/09/2024;loc07;10010101;13,800
23/09/2024;loc08;10010101;364,900
23/09/2024;loc08;10010101;328,500
23/09/2024;loc30;10010101;5.058,000
23/09/2024;loc09;10010101;1.178,600
23/09/2024;loc09;10010101;43,400
23/09/2024;loc10;10010101;340,000
23/09/2024;loc10;10010101;3.066,900
23/09/2024;loc11;10010101;133,600
23/09/2024;loc12;10010101;0,800
23/09/2024;loc12;10010101;1.993,600
23/09/2024;loc12;10010101;670,000
23/09/2024;loc13;10010101;270,700
23/09/2024;loc13;10010101;322,600
23/09/2024;loc14;10010101;100,400
23/09/2024;loc15;10010101;140,900
23/09/2024;loc16;10010101;150,000
23/09/2024;loc16;10010101;898,500
23/09/2024;loc17;10010101;1.257,700
23/09/2024;loc17;10010101;0,600
23/09/2024;loc18;10010101;626,700
23/09/2024;loc19;10010101;899,500
23/09/2024;loc19;10010101;490,100
23/09/2024;loc32;10010101;1.275,800
23/09/2024;loc32;10010101;1.692,100
23/09/2024;loc32;10010101;1.430,000
23/09/2024;loc32;10010101;1.655,400
23/09/2024;loc32;10010101;1.793,200
23/09/2024;loc32;10010101;1.113,300
23/09/2024;loc20;10010101;1.330,800
23/09/2024;loc20;10010101;1,500
23/09/2024;loc20;10010101;30,000
23/09/2024;loc20;10010101;70,400
23/09/2024;loc20;10010101;1.106,200
23/09/2024;loc20;10010101;900,000
23/09/2024;loc20;10010101;40,000
23/09/2024;loc20;10010101;30,000
23/09/2024;loc20;10010101;738,000
23/09/2024;loc21;10010101;1.562,400
23/09/2024;loc22;10010101;385,900
23/09/2024;loc22;10010101;400,000
23/09/2024;loc22;10010101;24,400
23/09/2024;loc23;10010101;298,100
23/09/2024;loc33;10010101;1.667,700
23/09/2024;loc24;10010101;790,600
23/09/2024;loc25;10010101;81,200
23/09/2024;loc25;10010101;32,000
23/09/2024;loc26;10010101;60,000
23/09/2024;loc26;10010101;459,500
23/09/2024;loc27;10010101;30.380,000
23/09/2024;loc28;10010101;226,000
23/09/2024;loc28;10010101;-1,000
24/09/2024;loc02;10010101;1.440,500
24/09/2024;loc02;10010101;198,300
24/09/2024;loc03;10010101;1.597,100
24/09/2024;loc03;10010101;1.570,700
24/09/2024;loc29;10010101;298,400
24/09/2024;loc04;10010101;60,000
24/09/2024;loc04;10010101;263,200
24/09/2024;loc04;10010101;7,000
24/09/2024;loc05;10010101;1.122,100
24/09/2024;loc06;10010101;161,300
24/09/2024;loc06;10010101;23,600
24/09/2024;loc06;10010101;9,400
24/09/2024;loc07;10010101;2,000
24/09/2024;loc07;10010101;20,400
24/09/2024;loc08;10010101;424,000
24/09/2024;loc08;10010101;390,500
24/09/2024;loc30;10010101;4.087,400
24/09/2024;loc30;10010101;-0,200
24/09/2024;loc30;10010101;-6,200
24/09/2024;loc09;10010101;1.307,200
24/09/2024;loc09;10010101;43,000
24/09/2024;loc10;10010101;4.115,600
24/09/2024;loc11;10010101;560,600
24/09/2024;loc12;10010101;1.576,400
24/09/2024;loc12;10010101;-0,600
24/09/2024;loc13;10010101;476,400
24/09/2024;loc13;10010101;317,200
24/09/2024;loc14;10010101;196,800
24/09/2024;loc15;10010101;307,500
24/09/2024;loc31;10010101;183,600
24/09/2024;loc16;10010101;911,700
24/09/2024;loc17;10010101;110,200
24/09/2024;loc17;10010101;130,000
24/09/2024;loc17;10010101;1.012,000
24/09/2024;loc17;10010101;420,000
24/09/2024;loc18;10010101;605,400
24/09/2024;loc19;10010101;-2,200
24/09/2024;loc19;10010101;585,600
24/09/2024;loc19;10010101;1,200
24/09/2024;loc19;10010101;389,700
24/09/2024;loc32;10010101;917,800
24/09/2024;loc32;10010101;1.075,100
24/09/2024;loc32;10010101;1.085,800
24/09/2024;loc32;10010101;1.143,800
24/09/2024;loc32;10010101;1.073,500
24/09/2024;loc32;10010101;985,700
24/09/2024;loc20;10010101;400,000
24/09/2024;loc20;10010101;2.056,200
24/09/2024;loc20;10010101;10,400
24/09/2024;loc20;10010101;120,000
24/09/2024;loc20;10010101;905,700
24/09/2024;loc20;10010101;1.140,800
24/09/2024;loc20;10010101;440,000
24/09/2024;loc22;10010101;332,900
24/09/2024;loc23;10010101;428,200
24/09/2024;loc33;10010101;2.630,000
24/09/2024;loc33;10010101;1.532,400
24/09/2024;loc24;10010101;544,500
24/09/2024;loc25;10010101;1,200
24/09/2024;loc25;10010101;4,800
24/09/2024;loc25;10010101;100,200
24/09/2024;loc25;10010101;305,600
24/09/2024;loc26;10010101;370,600
24/09/2024;loc27;10010101;-190,000
24/09/2024;loc27;10010101;30.820,000
24/09/2024;loc28;10010101;675,000
25/09/2024;loc02;10010101;0,200
25/09/2024;loc02;10010101;98,600
25/09/2024;loc02;10010101;285,400
25/09/2024;loc03;10010101;1.344,400
25/09/2024;loc03;10010101;1.517,900
25/09/2024;loc29;10010101;350,000
25/09/2024;loc29;10010101;140,000
25/09/2024;loc04;10010101;2,000
25/09/2024;loc04;10010101;173,400
25/09/2024;loc05;10010101;1.027,600
25/09/2024;loc06;10010101;324,600
25/09/2024;loc06;10010101;22,600
25/09/2024;loc07;10010101;15,400
25/09/2024;loc07;10010101;44,400
25/09/2024;loc08;10010101;300,500
25/09/2024;loc08;10010101;379,400
25/09/2024;loc30;10010101;4.068,800
25/09/2024;loc30;10010101;-2,200
25/09/2024;loc30;10010101;5,000
25/09/2024;loc30;10010101;5,000
25/09/2024;loc09;10010101;15,000
25/09/2024;loc09;10010101;1.573,300
25/09/2024;loc10;10010101;3.403,400
25/09/2024;loc11;10010101;488,000
25/09/2024;loc12;10010101;1.216,000
25/09/2024;loc12;10010101;-2,000
25/09/2024;loc13;10010101;318,300
25/09/2024;loc13;10010101;314,100
25/09/2024;loc14;10010101;250,500
25/09/2024;loc15;10010101;231,300
25/09/2024;loc31;10010101;175,000
25/09/2024;loc16;10010101;220,000
25/09/2024;loc16;10010101;897,000
25/09/2024;loc17;10010101;850,000
25/09/2024;loc17;10010101;300,000
25/09/2024;loc17;10010101;30,000
25/09/2024;loc18;10010101;355,400
25/09/2024;loc18;10010101;1,600
25/09/2024;loc19;10010101;-0,600
25/09/2024;loc20;10010101;250,000
25/09/2024;loc20;10010101;800,600
25/09/2024;loc20;10010101;989,100
25/09/2024;loc20;10010101;40,200
25/09/2024;loc20;10010101;782,100
25/09/2024;loc21;10010101;768,200
25/09/2024;loc22;10010101;346,700
25/09/2024;loc22;10010101;4,400
25/09/2024;loc23;10010101;275,100
25/09/2024;loc33;10010101;1.819,100
25/09/2024;loc24;10010101;356,100
25/09/2024;loc25;10010101;128,400
25/09/2024;loc25;10010101;0,400
25/09/2024;loc26;10010101;17,000
25/09/2024;loc26;10010101;60,000
25/09/2024;loc26;10010101;382,600
25/09/2024;loc27;10010101;31.000,000
25/09/2024;loc28;10010101;143,000
25/09/2024;loc28;10010101;-50,600
25/09/2024;loc28;10010101;50,000
25/09/2024;loc28;10010101;0,400
26/09/2024;loc02;10010101;80,000
26/09/2024;loc02;10010101;231,400
26/09/2024;loc02;10010101;1.413,000
26/09/2024;loc03;10010101;1.133,400
26/09/2024;loc03;10010101;1.023,200
26/09/2024;loc29;10010101;156,000
26/09/2024;loc29;10010101;133,000
26/09/2024;loc04;10010101;239,200
26/09/2024;loc05;10010101;-0,500
26/09/2024;loc05;10010101;902,100
26/09/2024;loc06;10010101;29,100
26/09/2024;loc06;10010101;18,400
26/09/2024;loc06;10010101;39,000
26/09/2024;loc07;10010101;582,000
26/09/2024;loc07;10010101;157,000
26/09/2024;loc08;10010101;335,800
26/09/2024;loc08;10010101;349,600
26/09/2024;loc30;10010101;-6,400
26/09/2024;loc30;10010101;4.147,800
26/09/2024;loc09;10010101;136,400
26/09/2024;loc09;10010101;1.481,900
26/09/2024;loc10;10010101;3.618,100
26/09/2024;loc11;10010101;341,400
26/09/2024;loc12;10010101;-2,200
26/09/2024;loc12;10010101;160,000
26/09/2024;loc12;10010101;-11,700
26/09/2024;loc12;10010101;1.406,700
26/09/2024;loc12;10010101;-0,100
26/09/2024;loc13;10010101;423,700
26/09/2024;loc13;10010101;453,400
26/09/2024;loc14;10010101;123,900
26/09/2024;loc15;10010101;390,000
26/09/2024;loc15;10010101;257,800
26/09/2024;loc31;10010101;190,300
26/09/2024;loc16;10010101;411,000
26/09/2024;loc17;10010101;2.220,000
26/09/2024;loc17;10010101;1.382,800
26/09/2024;loc18;10010101;846,700
26/09/2024;loc19;10010101;565,000
26/09/2024;loc19;10010101;414,100
26/09/2024;loc19;10010101;1.047,600
26/09/2024;loc19;10010101;574,300
26/09/2024;loc32;10010101;1.786,700
26/09/2024;loc32;10010101;1.701,500
26/09/2024;loc32;10010101;1.808,000
26/09/2024;loc32;10010101;1.558,700
26/09/2024;loc32;10010101;2.228,800
26/09/2024;loc32;10010101;1.376,500
26/09/2024;loc32;10010101;10,000
26/09/2024;loc32;10010101;2.916,800
26/09/2024;loc32;10010101;2.303,300
26/09/2024;loc32;10010101;2.612,400
26/09/2024;loc32;10010101;1.333,500
26/09/2024;loc32;10010101;1.577,300
26/09/2024;loc20;10010101;35,200
26/09/2024;loc20;10010101;978,000
26/09/2024;loc20;10010101;440,000
26/09/2024;loc20;10010101;1.391,600
26/09/2024;loc20;10010101;106,000
26/09/2024;loc21;10010101;740,600
26/09/2024;loc21;10010101;792,200
26/09/2024;loc22;10010101;713,700
26/09/2024;loc22;10010101;0,400
26/09/2024;loc22;10010101;1.999,800
26/09/2024;loc23;10010101;288,500
26/09/2024;loc33;10010101;10,000
26/09/2024;loc33;10010101;1.470,000
26/09/2024;loc24;10010101;439,500
26/09/2024;loc24;10010101;1.800,000
26/09/2024;loc25;10010101;176,600
26/09/2024;loc26;10010101;0,200
26/09/2024;loc26;10010101;607,000
26/09/2024;loc27;10010101;20.210,000
26/09/2024;loc28;10010101;0,200
26/09/2024;loc28;10010101;514,000
27/09/2024;loc02;10010101;191,000
27/09/2024;loc02;10010101;230,000
27/09/2024;loc02;10010101;11,000
27/09/2024;loc03;10010101;1.014,100
27/09/2024;loc03;10010101;1.197,700
27/09/2024;loc29;10010101;184,700
27/09/2024;loc04;10010101;97,400
27/09/2024;loc04;10010101;1,200
27/09/2024;loc05;10010101;811,900
27/09/2024;loc05;10010101;-811,900
27/09/2024;loc06;10010101;60,000
27/09/2024;loc06;10010101;624,200
27/09/2024;loc07;10010101;83,400
27/09/2024;loc08;10010101;504,800
27/09/2024;loc08;10010101;275,500
27/09/2024;loc30;10010101;-0,200
27/09/2024;loc30;10010101;3.479,800
27/09/2024;loc09;10010101;652,900
27/09/2024;loc09;10010101;0,600
27/09/2024;loc09;10010101;1.482,500
27/09/2024;loc10;10010101;1.550,000
27/09/2024;loc10;10010101;2.990,800
27/09/2024;loc11;10010101;342,700
27/09/2024;loc11;10010101;195,600
27/09/2024;loc12;10010101;-0,700
27/09/2024;loc12;10010101;1.579,900
27/09/2024;loc13;10010101;365,500
27/09/2024;loc13;10010101;202,500
27/09/2024;loc14;10010101;144,600
27/09/2024;loc15;10010101;149,600
27/09/2024;loc15;10010101;592,300
27/09/2024;loc31;10010101;94,800
27/09/2024;loc31;10010101;149,100
27/09/2024;loc31;10010101;110,000
27/09/2024;loc16;10010101;5,600
27/09/2024;loc16;10010101;646,100
27/09/2024;loc16;10010101;450,000
27/09/2024;loc16;10010101;7,000
27/09/2024;loc16;10010101;795,500
27/09/2024;loc17;10010101;1.317,100
27/09/2024;loc17;10010101;0,400
27/09/2024;loc17;10010101;1.010,000
27/09/2024;loc17;10010101;2,400
27/09/2024;loc18;10010101;212,100
27/09/2024;loc19;10010101;-2,000
27/09/2024;loc19;10010101;1,000
27/09/2024;loc32;10010101;1.633,300
27/09/2024;loc32;10010101;904,800
27/09/2024;loc32;10010101;1.375,700
27/09/2024;loc32;10010101;1.028,000
27/09/2024;loc32;10010101;1.282,500
27/09/2024;loc32;10010101;530,000
27/09/2024;loc32;10010101;80,000
27/09/2024;loc20;10010101;205,400
27/09/2024;loc20;10010101;2.340,400
27/09/2024;loc20;10010101;986,900
27/09/2024;loc20;10010101;1.099,800
27/09/2024;loc20;10010101;64,000
27/09/2024;loc20;10010101;41,000
27/09/2024;loc20;10010101;732,600
27/09/2024;loc20;10010101;-1,800
27/09/2024;loc21;10010101;1.094,000
27/09/2024;loc22;10010101;71,400
27/09/2024;loc22;10010101;397,500
27/09/2024;loc23;10010101;259,800
27/09/2024;loc33;10010101;1.408,500
27/09/2024;loc33;10010101;1,100
27/09/2024;loc24;10010101;373,700
27/09/2024;loc25;10010101;35,000
27/09/2024;loc25;10010101;250,000
27/09/2024;loc25;10010101;2,800
27/09/2024;loc26;10010101;126,000
27/09/2024;loc26;10010101;200,000
27/09/2024;loc26;10010101;613,900
27/09/2024;loc27;10010101;27.870,000
27/09/2024;loc28;10010101;67,800
27/09/2024;loc28;10010101;311,800
28/09/2024;loc05;10010101;811,900
28/09/2024;loc06;10010101;11,400
28/09/2024;loc30;10010101;-2,500
28/09/2024;loc11;10010101;2,000
28/09/2024;loc12;10010101;-0,200
28/09/2024;loc12;10010101;1,000
28/09/2024;loc31;10010101;127,800
28/09/2024;loc31;10010101;1,400
28/09/2024;loc19;10010101;466,800
28/09/2024;loc19;10010101;890,100
28/09/2024;loc20;10010101;1,400
28/09/2024;loc33;10010101;100,000
28/09/2024;loc27;10010101;17.120,000
28/09/2024;loc27;10010101;-820,000
29/09/2024;loc06;10010101;42,400
29/09/2024;loc27;10010101;30.150,000
30/09/2024;loc02;10010101;150,600
30/09/2024;loc02;10010101;185,000
30/09/2024;loc02;10010101;44,200
30/09/2024;loc02;10010101;25,000
30/09/2024;loc02;10010101;217,700
30/09/2024;loc02;10010101;129,000
30/09/2024;loc03;10010101;1.885,100
30/09/2024;loc03;10010101;1.509,300
30/09/2024;loc03;10010101;301,200
30/09/2024;loc29;10010101;119,200
30/09/2024;loc04;10010101;11,400
30/09/2024;loc04;10010101;57,600
30/09/2024;loc05;10010101;665,000
30/09/2024;loc05;10010101;32,200
30/09/2024;loc05;10010101;20,000
30/09/2024;loc06;10010101;130,400
30/09/2024;loc07;10010101;305,600
30/09/2024;loc07;10010101;22,100
30/09/2024;loc08;10010101;211,800
30/09/2024;loc08;10010101;169,700
30/09/2024;loc30;10010101;20,800
30/09/2024;loc30;10010101;6,400
30/09/2024;loc30;10010101;10,000
30/09/2024;loc09;10010101;566,400
30/09/2024;loc09;10010101;8,400
30/09/2024;loc10;10010101;6,000
30/09/2024;loc10;10010101;2.376,500
30/09/2024;loc11;10010101;14,200
30/09/2024;loc12;10010101;0,600
30/09/2024;loc12;10010101;-1,400
30/09/2024;loc12;10010101;10,000
30/09/2024;loc12;10010101;2.255,600
30/09/2024;loc13;10010101;107,000
30/09/2024;loc13;10010101;145,700
30/09/2024;loc14;10010101;89,900
30/09/2024;loc15;10010101;124,200
30/09/2024;loc16;10010101;584,700
30/09/2024;loc16;10010101;14,000
30/09/2024;loc17;10010101;18,600
30/09/2024;loc17;10010101;963,200
30/09/2024;loc17;10010101;-2,800
30/09/2024;loc18;10010101;266,300
30/09/2024;loc19;10010101;16,000
30/09/2024;loc19;10010101;810,600
30/09/2024;loc32;10010101;0,600
30/09/2024;loc32;10010101;10,000
30/09/2024;loc32;10010101;1.688,400
30/09/2024;loc32;10010101;1.653,500
30/09/2024;loc32;10010101;1.080,700
30/09/2024;loc32;10010101;2.127,000
30/09/2024;loc20;10010101;600,300
30/09/2024;loc20;10010101;513,400
30/09/2024;loc20;10010101;30,000
30/09/2024;loc20;10010101;120,000
30/09/2024;loc20;10010101;2,000
30/09/2024;loc20;10010101;70,000
30/09/2024;loc20;10010101;53,200
30/09/2024;loc20;10010101;40,000
30/09/2024;loc20;10010101;25,000
30/09/2024;loc21;10010101;20,000
30/09/2024;loc21;10010101;824,300
30/09/2024;loc22;10010101;209,600
30/09/2024;loc23;10010101;308,700
30/09/2024;loc33;10010101;1.860,600
30/09/2024;loc24;10010101;120,000
30/09/2024;loc24;10010101;720,800
30/09/2024;loc25;10010101;1,000
30/09/2024;loc25;10010101;50,600
30/09/2024;loc25;10010101;37,600
30/09/2024;loc25;10010101;194,200
30/09/2024;loc25;10010101;24,600
30/09/2024;loc26;10010101;263,200
30/09/2024;loc27;10010101;29.160,000
30/09/2024;loc28;10010101;47,000
30/09/2024;loc28;10010101;237,600
01/10/2024;loc02;10010101;89,700
01/10/2024;loc02;10010101;1.242,800
01/10/2024;loc03;10010101;1.160,600
01/10/2024;loc03;10010101;1.007,200
01/10/2024;loc29;10010101;87,700
01/10/2024;loc04;10010101;1,400
01/10/2024;loc04;10010101;52,200
01/10/2024;loc04;10010101;5,600
01/10/2024;loc05;10010101;794,900
01/10/2024;loc06;10010101;35,600
01/10/2024;loc06;10010101;312,500
01/10/2024;loc07;10010101;43,600
01/10/2024;loc08;10010101;193,500
01/10/2024;loc08;10010101;148,300
01/10/2024;loc30;10010101;3.172,900
01/10/2024;loc30;10010101;-2,000
01/10/2024;loc30;10010101;880,000
01/10/2024;loc30;10010101;3.213,000
01/10/2024;loc09;10010101;99,400
01/10/2024;loc09;10010101;947,200
01/10/2024;loc10;10010101;-3,000
01/10/2024;loc10;10010101;2.953,900
01/10/2024;loc11;10010101;184,400
01/10/2024;loc12;10010101;1.609,000
01/10/2024;loc12;10010101;-0,600
01/10/2024;loc13;10010101;204,300
01/10/2024;loc13;10010101;204,800
01/10/2024;loc14;10010101;84,400
01/10/2024;loc15;10010101;180,200
01/10/2024;loc31;10010101;152,900
01/10/2024;loc16;10010101;475,100
01/10/2024;loc17;10010101;694,100
01/10/2024;loc17;10010101;400,000
01/10/2024;loc18;10010101;272,800
01/10/2024;loc19;10010101;6,000
01/10/2024;loc19;10010101;691,500
01/10/2024;loc32;10010101;1.957,400
01/10/2024;loc32;10010101;1.260,900
01/10/2024;loc32;10010101;1.883,300
01/10/2024;loc32;10010101;1.428,300
01/10/2024;loc32;10010101;1.630,600
01/10/2024;loc32;10010101;1.230,900
01/10/2024;loc20;10010101;934,000
01/10/2024;loc20;10010101;586,400
01/10/2024;loc20;10010101;80,000
01/10/2024;loc20;10010101;100,000
01/10/2024;loc20;10010101;748,400
01/10/2024;loc21;10010101;180,000
01/10/2024;loc21;10010101;763,000
01/10/2024;loc22;10010101;42,000
01/10/2024;loc22;10010101;321,900
01/10/2024;loc23;10010101;213,800
01/10/2024;loc33;10010101;1.224,700
01/10/2024;loc24;10010101;283,700
01/10/2024;loc25;10010101;71,600
01/10/2024;loc26;10010101;214,500
01/10/2024;loc27;10010101;30.130,000
01/10/2024;loc28;10010101;802,800
02/10/2024;loc02;10010101;100,200
02/10/2024;loc02;10010101;100,000
02/10/2024;loc02;10010101;120,000
02/10/2024;loc03;10010101;751,600
02/10/2024;loc03;10010101;765,600
02/10/2024;loc29;10010101;108,400
02/10/2024;loc29;10010101;220,000
02/10/2024;loc04;10010101;20,000
02/10/2024;loc04;10010101;122,600
02/10/2024;loc05;10010101;-1,400
02/10/2024;loc05;10010101;689,500
02/10/2024;loc06;10010101;475,000
02/10/2024;loc07;10010101;43,300
02/10/2024;loc08;10010101;295,100
02/10/2024;loc08;10010101;277,200
02/10/2024;loc30;10010101;1.442,000
02/10/2024;loc30;10010101;-1,200
02/10/2024;loc30;10010101;753,300
02/10/2024;loc09;10010101;1.259,300
02/10/2024;loc09;10010101;28,200
02/10/2024;loc10;10010101;1.740,300
02/10/2024;loc10;10010101;1.850,000
02/10/2024;loc11;10010101;294,700
02/10/2024;loc12;10010101;-0,600
02/10/2024;loc12;10010101;640,100
02/10/2024;loc13;10010101;434,300
02/10/2024;loc13;10010101;183,000
02/10/2024;loc14;10010101;387,500
02/10/2024;loc15;10010101;75,700
02/10/2024;loc31;10010101;211,600
02/10/2024;loc16;10010101;542,000
02/10/2024;loc16;10010101;350,000
02/10/2024;loc17;10010101;785,600
02/10/2024;loc18;10010101;477,000
02/10/2024;loc19;10010101;1.156,300
02/10/2024;loc32;10010101;1.698,100
02/10/2024;loc32;10010101;2,000
02/10/2024;loc32;10010101;-3,200
02/10/2024;loc32;10010101;762,700
02/10/2024;loc32;10010101;1.396,600
02/10/2024;loc32;10010101;1.647,000
02/10/2024;loc32;10010101;939,300
02/10/2024;loc20;10010101;600,000
02/10/2024;loc20;10010101;1.077,500
02/10/2024;loc20;10010101;359,100
02/10/2024;loc20;10010101;-0,200
02/10/2024;loc20;10010101;-1,200
02/10/2024;loc20;10010101;1.400,000
02/10/2024;loc21;10010101;551,300
02/10/2024;loc22;10010101;512,400
02/10/2024;loc22;10010101;34,200
02/10/2024;loc23;10010101;346,100
02/10/2024;loc33;10010101;2.530,000
02/10/2024;loc33;10010101;2.039,800
02/10/2024;loc24;10010101;584,100
02/10/2024;loc25;10010101;33,000
02/10/2024;loc25;10010101;20,600
02/10/2024;loc26;10010101;192,300
02/10/2024;loc27;10010101;38.000,000
02/10/2024;loc28;10010101;195,200
02/10/2024;loc28;10010101;235,900
03/10/2024;loc02;10010101;0,400
03/10/2024;loc02;10010101;157,100
03/10/2024;loc03;10010101;1.524,800
03/10/2024;loc03;10010101;1.394,700
03/10/2024;loc29;10010101;96,700
03/10/2024;loc04;10010101;190,800
03/10/2024;loc05;10010101;-0,600
03/10/2024;loc05;10010101;590,700
03/10/2024;loc06;10010101;-0,600
03/10/2024;loc06;10010101;59,000
03/10/2024;loc06;10010101;479,800
03/10/2024;loc06;10010101;0,200
03/10/2024;loc07;10010101;779,000
03/10/2024;loc07;10010101;563,800
03/10/2024;loc08;10010101;352,700
03/10/2024;loc08;10010101;357,900
03/10/2024;loc30;10010101;-2,400
03/10/2024;loc30;10010101;3.195,300
03/10/2024;loc09;10010101;954,300
03/10/2024;loc09;10010101;61,600
03/10/2024;loc10;10010101;1.887,000
03/10/2024;loc11;10010101;370,000
03/10/2024;loc12;10010101;898,800
03/10/2024;loc13;10010101;216,600
03/10/2024;loc13;10010101;243,500
03/10/2024;loc13;10010101;1,600
03/10/2024;loc14;10010101;111,500
03/10/2024;loc15;10010101;5,000
03/10/2024;loc15;10010101;70,600
03/10/2024;loc15;10010101;220,700
03/10/2024;loc31;10010101;192,900
03/10/2024;loc31;10010101;0,400
03/10/2024;loc16;10010101;670,000
03/10/2024;loc16;10010101;714,600
03/10/2024;loc17;10010101;554,000
03/10/2024;loc17;10010101;1.208,800
03/10/2024;loc18;10010101;544,000
03/10/2024;loc19;10010101;-0,400
03/10/2024;loc32;10010101;1.667,500
03/10/2024;loc32;10010101;864,900
03/10/2024;loc32;10010101;660,300
03/10/2024;loc32;10010101;810,100
03/10/2024;loc32;10010101;659,300
03/10/2024;loc32;10010101;1.053,600
03/10/2024;loc20;10010101;381,800
03/10/2024;loc20;10010101;537,000
03/10/2024;loc20;10010101;1.006,700
03/10/2024;loc21;10010101;630,100
03/10/2024;loc21;10010101;1.000,000
03/10/2024;loc22;10010101;400,200
03/10/2024;loc22;10010101;895,900
03/10/2024;loc22;10010101;20,000
03/10/2024;loc23;10010101;308,100
03/10/2024;loc24;10010101;2.210,000
03/10/2024;loc24;10010101;353,400
03/10/2024;loc25;10010101;101,800
03/10/2024;loc25;10010101;3,400
03/10/2024;loc26;10010101;305,800
03/10/2024;loc27;10010101;29.810,000
03/10/2024;loc28;10010101;667,100
04/10/2024;loc02;10010101;1.631,200
04/10/2024;loc02;10010101;32,800
04/10/2024;loc03;10010101;624,800
04/10/2024;loc03;10010101;516,600
04/10/2024;loc29;10010101;34,400
04/10/2024;loc29;10010101;145,400
04/10/2024;loc04;10010101;133,600
04/10/2024;loc04;10010101;6,600
04/10/2024;loc05;10010101;317,800
04/10/2024;loc06;10010101;190,900
04/10/2024;loc06;10010101;10,000
04/10/2024;loc06;10010101;258,900
04/10/2024;loc07;10010101;2,000
04/10/2024;loc07;10010101;45,800
04/10/2024;loc08;10010101;50,000
04/10/2024;loc08;10010101;113,200
04/10/2024;loc08;10010101;452,500
04/10/2024;loc30;10010101;2,600
04/10/2024;loc30;10010101;0,600
04/10/2024;loc30;10010101;1.177,400
04/10/2024;loc30;10010101;-4,400
04/10/2024;loc09;10010101;593,800
04/10/2024;loc09;10010101;1.366,800
04/10/2024;loc10;10010101;2.766,100
04/10/2024;loc10;10010101;2,000
04/10/2024;loc11;10010101;511,500
04/10/2024;loc11;10010101;376,600
04/10/2024;loc12;10010101;1.063,100
04/10/2024;loc12;10010101;-0,400
04/10/2024;loc13;10010101;770,300
04/10/2024;loc13;10010101;193,900
04/10/2024;loc15;10010101;110,000
04/10/2024;loc31;10010101;174,000
04/10/2024;loc31;10010101;340,000
04/10/2024;loc31;10010101;98,200
04/10/2024;loc16;10010101;720,000
04/10/2024;loc16;10010101;366,800
04/10/2024;loc17;10010101;1.257,600
04/10/2024;loc18;10010101;484,800
04/10/2024;loc19;10010101;943,100
04/10/2024;loc19;10010101;1.370,800
04/10/2024;loc19;10010101;-0,200
04/10/2024;loc19;10010101;19,800
04/10/2024;loc32;10010101;1,000
04/10/2024;loc32;10010101;1.261,600
04/10/2024;loc32;10010101;560,400
04/10/2024;loc32;10010101;478,700
04/10/2024;loc32;10010101;1.181,300
04/10/2024;loc32;10010101;583,800
04/10/2024;loc20;10010101;5,000
04/10/2024;loc20;10010101;81,000
04/10/2024;loc20;10010101;605,000
04/10/2024;loc20;10010101;1.006,700
04/10/2024;loc20;10010101;684,200
04/10/2024;loc20;10010101;100,000
04/10/2024;loc20;10010101;185,300
04/10/2024;loc20;10010101;-1.006,700
04/10/2024;loc20;10010101;4,200
04/10/2024;loc20;10010101;983,000
04/10/2024;loc21;10010101;4,000
04/10/2024;loc21;10010101;475,000
04/10/2024;loc22;10010101;358,300
04/10/2024;loc23;10010101;323,700
04/10/2024;loc33;10010101;1.840,100
04/10/2024;loc33;10010101;2.409,400
04/10/2024;loc24;10010101;188,400
04/10/2024;loc24;10010101;830,000
04/10/2024;loc25;10010101;264,800
04/10/2024;loc25;10010101;110,800
04/10/2024;loc26;10010101;116,800
04/10/2024;loc26;10010101;360,000
04/10/2024;loc27;10010101;38.950,000
04/10/2024;loc28;10010101;516,000
05/10/2024;loc30;10010101;-1,000
05/10/2024;loc31;10010101;160,800
05/10/2024;loc17;10010101;230,000
05/10/2024;loc33;10010101;-4,000
05/10/2024;loc27;10010101;41.150,000
06/10/2024;loc27;10010101;32.920,000
07/10/2024;loc02;10010101;0,200
07/10/2024;loc02;10010101;189,000
07/10/2024;loc03;10010101;1.334,800
07/10/2024;loc03;10010101;1.652,500
07/10/2024;loc29;10010101;98,800
07/10/2024;loc04;10010101;63,000
07/10/2024;loc04;10010101;4,000
07/10/2024;loc04;10010101;13,400
07/10/2024;loc05;10010101;957,200
07/10/2024;loc05;10010101;0,800
07/10/2024;loc06;10010101;114,100
07/10/2024;loc07;10010101;197,200
07/10/2024;loc07;10010101;41,600
07/10/2024;loc08;10010101;316,400
07/10/2024;loc08;10010101;278,800
07/10/2024;loc30;10010101;12,600
07/10/2024;loc30;10010101;4.501,500
07/10/2024;loc30;10010101;12,600
07/10/2024;loc09;10010101;638,400
07/10/2024;loc09;10010101;-2,800
07/10/2024;loc09;10010101;258,800
07/10/2024;loc10;10010101;4.316,400
07/10/2024;loc11;10010101;179,300
07/10/2024;loc12;10010101;460,000
07/10/2024;loc12;10010101;2.692,400
07/10/2024;loc13;10010101;212,000
07/10/2024;loc13;10010101;221,500
07/10/2024;loc14;10010101;223,700
